fecha,dia,enviados_totales,cobrados_totales,vendidos_totales,devueltos_totales,suscripciones_totales,tiendas_conveniencia,tiendas_barrio,sectoristas,titulo,,,,,,,,,,,,
5/9/24,Thursday,69621,67117,58200,8569,600,983,1178,66860,,,,,,,,,,,,,
5/10/24,Friday,68484,64626,56124,8291,600,958,1178,65748,,,,,,,,,,,,,
5/11/24,Saturday,68092,65969,58033,7633,599,961,1107,65425,,,,,,,,,,,,,
5/12/24,Sunday,70537,68481,60323,7748,599,965,1013,67960,,,,,,,,,,,,,
5/13/24,Monday,74067,71549,64633,6825,599,983,1178,71307,,,,,,,,,,,,,
5/14/24,Tuesday,67617,65015,57342,7630,597,957,1176,64887,,,,,,,,,,,,,
5/15/24,Wednesday,71013,68489,57055,10999,597,962,1175,68279,,,,,,,,,,,,,
5/16/24,Thursday,68594,66037,56071,9640,596,985,1177,65836,,,,,,,,,,,,,
5/17/24,Friday,69409,65639,55976,8862,594,962,1173,66680,,,,,,,,,,,,,
5/18/24,Saturday,66939,64823,58227,6403,593,965,1104,64277,,,,,,,,,,,,,
5/19/24,Sunday,69713,67650,59977,6945,593,969,1010,67141,,,,,,,,,,,,,
5/20/24,Monday,73379,70843,64115,6534,593,986,1175,70625,,,,,,,,,,,,,
5/21/24,Tuesday,66156,63624,56906,6611,593,961,1172,63430,,,,,,,,,,,,,
5/22/24,Wednesday,69118,66585,55892,10153,592,962,1172,66392,,,,,,,,,,,,,
5/23/24,Thursday,67657,65102,57560,7346,592,987,1174,64904,,,,,,,,,,,,,
5/24/24,Friday,68667,64931,56873,7673,592,958,1169,65948,,,,,,,,,,,,,
5/25/24,Saturday,66078,64029,57529,6416,595,961,1101,63421,,,,,,,,,,,,,
5/26/24,Sunday,71457,69431,63421,5613,595,965,1007,68890,,,,,,,,,,,,,
5/27/24,Monday,72111,69618,64998,4519,595,983,1171,69362,,,,,,,,,,,,,
5/28/24,Tuesday,66365,63872,57549,6120,595,957,1166,63647,,,,,,,,,,,,,
5/29/24,Wednesday,68229,65774,61350,4311,595,961,1148,65525,,,,,,,,,,,,,
5/30/24,Thursday,67381,64873,62857,2016,595,981,1131,64674,,,,,,,,,,,,,
5/31/24,Friday,67330,63468,62652,816,592,960,1129,64649,,,,,,,,,,,,,
6/1/24,Saturday,66000,64217,42738,20630,592,963,1060,63385,,,,,,,,,,,,,
6/2/24,Sunday,70870,69129,62570,6241,592,967,969,68342,,,,,,,,,,,,,
6/3/24,Monday,70983,69187,63380,5713,592,985,1126,68280,,,,,,,,,,,,,
6/4/24,Tuesday,66843,63633,56293,7009,592,959,1112,64180,,,,,,,,,,,,,
6/5/24,Wednesday,67355,64771,55438,8788,591,960,1081,64723,,,,,,,,,,,,,
6/6/24,Thursday,68072,65492,57585,7644,590,985,1054,65443,,,,,,,,,,,,,
6/7/24,Friday,67939,64185,56687,7197,590,960,1048,65341,,,,,,,,,,,,,
6/8/24,Saturday,65914,63828,56841,6658,590,963,968,63393,,,,,,,,,,,,,
6/9/24,Sunday,69825,67741,59614,8021,589,967,889,67380,,,,,,,,,,,,,
6/10/24,Monday,71029,68483,61622,6702,589,984,1037,68419,,,,,,,,,,,,,
6/11/24,Tuesday,65640,63144,57146,5957,591,959,1030,63060,,,,,,,,,,,,,
6/12/24,Wednesday,66966,64464,53987,9652,592,960,985,64429,,,,,,,,,,,,,
6/13/24,Thursday,66432,63932,57309,6158,593,985,964,63890,,,,,,,,,,,,,
6/14/24,Friday,66811,63067,56071,6770,592,960,954,64305,Ataque mortal contra taxistas,,,,,,,,,,,,
6/15/24,Saturday,66050,63954,55878,7478,592,963,879,63616,,,,,,,,,,,,,
6/16/24,Sunday,68417,66430,55350,10570,591,967,802,66057,,,,,,,,,,,,,
6/17/24,Monday,69885,67384,57373,9543,590,985,937,67373,,,,,,,,,,,,,
6/18/24,Tuesday,64387,61901,55175,6594,590,959,894,61944,,,,,,,,,,,,,
6/19/24,Wednesday,65956,63465,52732,10406,591,960,876,63529,,,,,,,,,,,,,
6/20/24,Thursday,66719,64011,54365,8911,591,985,874,64269,,,,,,,,,,,,,
6/21/24,Friday,69055,65293,53599,11122,591,960,863,66641,,,,,,,,,,,,,
6/22/24,Saturday,66044,63984,55363,8281,591,964,782,63707,,,,,,,,,,,,,
6/23/24,Sunday,68489,66476,55504,10163,591,968,714,66216,,,,,,,,,,,,,
6/24/24,Monday,70809,68290,60387,7524,591,986,845,68387,,,,,,,,,,,,,
6/25/24,Tuesday,65355,62841,55314,7527,591,960,834,62970,,,,,,,,,,,,,
6/26/24,Wednesday,66778,64276,59685,4591,591,961,833,64393,,,,,,,,,,,,,
6/27/24,Thursday,65282,62697,55606,6661,591,986,831,62874,,,,,,,,,,,,,
6/28/24,Friday,69062,65289,49038,15166,592,961,831,66678,,,,,,,,,,,,,
6/29/24,Saturday,66128,64020,58395,5217,592,964,766,63806,,,,,,,,,,,,,
6/30/24,Sunday,68313,66256,62543,3713,592,968,693,66060,,,,,,,,,,,,,
7/1/24,Monday,69621,67092,52451,13712,592,986,828,67215,,,,,,,,,,,,,
7/2/24,Tuesday,66668,64146,57244,6726,592,960,828,64288,,,,,,,,,,,,,
7/3/24,Wednesday,66088,63564,54193,8468,592,961,835,63700,,,,,,,,,,,,,
7/4/24,Thursday,66389,63896,56820,6644,592,986,832,63979,,,,,,,,,,,,,
7/5/24,Friday,66280,62513,56069,6279,591,961,834,63894,,,,,,,,,,,,,
7/6/24,Saturday,65978,63895,56402,7240,591,965,775,63647,,,,,,,,,,,,,
7/7/24,Sunday,68055,66037,59280,6120,591,969,706,65789,,,,,,,,,,,,,
7/8/24,Monday,69665,67168,60355,6377,590,987,838,67250,,,,,,,,,,,,,
7/9/24,Tuesday,65875,63376,57048,6162,590,961,841,63483,,,,,,,,,,,,,
7/10/24,Wednesday,66288,63829,54498,8815,590,960,841,63897,,,,,,,,,,,,,
7/11/24,Thursday,66542,64063,56330,7145,590,983,844,64125,,,,,,,,,,,,,
7/12/24,Friday,68958,65259,56823,8204,590,955,844,66569,,,,,,,,,,,,,
7/13/24,Saturday,66125,64069,57075,6402,590,958,782,63795,,,,,,,,,,,,,
7/14/24,Sunday,69688,67659,58023,9226,590,962,710,67426,,,,,,,,,,,,,
7/15/24,Monday,72935,70437,62820,7355,590,983,844,70518,,,,,,,,,,,,,
7/16/24,Tuesday,65946,63467,56599,6718,590,958,791,63607,,,,,,,,,,,,,
7/17/24,Wednesday,66519,64054,50737,12424,590,959,793,64177,,,,,,,,,,,,,
7/18/24,Thursday,67256,64789,55181,9321,589,982,793,64892,,,,,,,,,,,,,
7/19/24,Friday,67533,63811,56573,6717,588,959,793,65193,,,,,,,,,,,,,
7/20/24,Saturday,64943,62890,56339,6351,587,962,734,62660,,,,,,,,,,,,,
7/21/24,Sunday,67872,65870,57871,7541,587,966,675,65644,,,,,,,,,,,,,
7/22/24,Monday,70224,67688,62014,5523,587,982,796,67859,,,,,,,,,,,,,
7/23/24,Tuesday,65447,62944,57204,5693,588,958,802,63099,,,,,,,,,,,,,
7/24/24,Wednesday,66202,63701,51240,11354,587,959,803,63853,,,,,,,,,,,,,
7/25/24,Thursday,65827,63297,54026,8779,587,984,803,63453,,,,,,,,,,,,,
7/26/24,Friday,66195,62394,53579,8386,587,961,803,63844,,,,,,,,,,,,,
7/27/24,Saturday,64596,62459,54470,7586,587,964,740,62305,,,,,,,,,,,,,
7/28/24,Sunday,67122,65091,57806,7200,587,968,677,64890,,,,,,,,,,,,,
7/29/24,Monday,69258,66766,59890,6781,587,984,805,66882,,,,,,,,,,,,,
7/30/24,Tuesday,69198,66597,61249,5348,587,960,805,66846,,,,,,,,,,,,,
7/31/24,Wednesday,69210,66694,63757,2937,587,961,802,66860,,,,,,,,,,,,,
8/1/24,Thursday,72161,69640,48617,19377,587,984,790,69800,,,,,,,,,,,,,
8/2/24,Friday,66344,62598,54062,8069,587,961,790,64006,,,,,,,,,,,,,
8/3/24,Saturday,65604,63485,55325,7933,587,961,718,63338,,,,,,,,,,,,,
8/4/24,Sunday,68071,66004,58300,7326,587,965,659,65860,,,,,,,,,,,,,
8/5/24,Monday,70135,67586,60202,7214,587,981,786,67781,,,,,,,,,,,,,
8/6/24,Tuesday,69133,66638,60303,6310,586,957,786,66804,,,,,,,,,,,,,
8/7/24,Wednesday,68731,66215,51715,13817,586,958,786,66401,,,,,,,,,,,,,
8/8/24,Thursday,73671,71153,57821,12580,587,981,789,71314,,,,,,,,,,,,,
8/9/24,Friday,70376,66607,54726,11430,587,958,793,68038,,,,,,,,,,,,,
8/10/24,Saturday,68850,66793,57898,8585,587,961,724,66578,,,,,,,,,,,,,
8/11/24,Sunday,70054,67871,60918,6801,587,965,663,67839,,,,,,,,,,,,,
8/12/24,Monday,72373,69861,64861,5000,587,981,794,70011,,,,,,,,,,,,,
8/13/24,Tuesday,70677,68265,64439,3826,466,957,799,68455,,,,,,,,,,,,,
8/14/24,Wednesday,69511,66999,48538,15905,588,958,800,67165,,,,,,,,,,,,,
8/15/24,Thursday,69351,66840,43359,22180,587,981,800,66983,,,,,,,,,,,,,
8/16/24,Friday,72996,69235,56308,12322,587,958,800,70651,,,,,,,,,,,,,
8/17/24,Saturday,68278,66182,55506,9923,587,961,730,66000,,,,,,,,,,,,,
8/18/24,Sunday,70129,68097,56434,10315,586,965,669,67909,,,,,,,,,,,,,
8/19/24,Monday,71812,69296,61360,7391,586,981,800,69445,,,,,,,,,,,,,
8/20/24,Tuesday,68519,65944,56145,9659,586,957,805,66171,,,,,,,,,,,,,
8/21/24,Wednesday,69546,67001,50019,14661,585,958,809,67194,,,,,,,,,,,,,
8/22/24,Thursday,69674,67186,54139,11679,585,981,808,67300,,,,,,,,,,,,,
8/23/24,Friday,69610,65931,53900,11581,585,958,811,67256,,,,,,,,,,,,,
8/24/24,Saturday,68484,66383,55216,10286,584,963,741,66196,,,,,,,,,,,,,
8/25/24,Sunday,71163,69109,55157,12731,584,967,675,68937,,,,,,,,,,,,,
8/26/24,Monday,72381,69885,60995,8511,584,981,814,70002,,,,,,,,,,,,,
8/27/24,Tuesday,69222,66733,58738,7277,583,957,814,66868,,,,,,,,,,,,,
8/28/24,Wednesday,68701,66198,51086,13314,583,958,814,66346,,,,,,,,,,,,,
8/29/24,Thursday,71569,69075,59457,8857,583,978,814,69194,,,,,,,,,,,,,
8/30/24,Friday,70048,66361,59059,6988,583,955,823,67687,,,,,,,,,,,,,
8/31/24,Saturday,67604,65531,60528,4876,583,962,748,65311,,,,,,,,,,,,,
9/1/24,Sunday,69906,67870,46931,18637,583,966,684,67673,,,,,,,,,,,,,
9/2/24,Monday,71048,68577,58212,9757,583,978,824,68663,,,,,,,,,,,,,
9/3/24,Tuesday,70384,67917,58768,8976,583,954,825,68022,,,,,,,,,,,,,
9/4/24,Wednesday,71243,68782,50898,16077,583,955,824,68881,,,,,,,,,,,,,
9/5/24,Thursday,78483,76022,59355,14874,583,978,823,76099,,,,,,,,,,,,,
9/6/24,Friday,79109,75427,56608,17622,583,955,823,76748,,,,,,,,,,,,,
9/7/24,Saturday,75668,73590,57240,15015,583,972,741,73372,,,,,,,,,,,,,
9/8/24,Sunday,78133,76089,56745,17687,583,966,678,75906,,,,,,,,,,,,,
9/9/24,Monday,77713,75223,60014,13516,583,978,815,75337,,,,,,,,,,,,,
9/10/24,Tuesday,79048,76535,62824,13238,582,954,808,76704,,,,,,,,,,,,,
9/11/24,Wednesday,78107,75602,48517,24574,582,955,809,75761,,,,,,,,,,,,,
9/12/24,Thursday,79157,76632,56941,18665,582,978,807,76790,,,,,,,,,,,,,
9/13/24,Friday,79694,75945,55923,19209,582,955,807,77350,,,,,,,,,,,,,
9/14/24,Saturday,75770,73702,53022,18789,582,962,734,73492,,,,,,,,,,,,,
9/15/24,Sunday,74705,72744,47425,23257,582,966,674,72483,,,,,,,,,,,,,
9/16/24,Monday,77987,75494,58416,15002,582,978,807,75620,,,,,,,,,,,,,
9/17/24,Tuesday,76599,74129,59046,14351,582,954,806,74257,,,,,,,,,,,,,
9/18/24,Wednesday,77625,75127,47658,24138,582,955,808,75280,,,,,,,,,,,,,
9/19/24,Thursday,77525,75067,53667,19719,582,978,811,75154,,,,,,,,,,,,,
9/20/24,Friday,78535,74827,56367,17472,582,955,811,76187,,,,,,,,,,,,,
9/21/24,Saturday,75952,73868,53054,19832,581,962,739,73670,,,,,,,,,,,,,
9/22/24,Sunday,77137,75096,55758,16955,581,966,679,74911,,,,,,,,,,,,,
9/23/24,Monday,77790,75278,58983,15352,581,978,811,75420,,,,,,,,,,,,,
9/24/24,Tuesday,77412,74913,59733,14564,582,954,810,75066,,,,,,,,,,,,,
9/25/24,Wednesday,77834,75333,47093,25147,582,955,810,75487,,,,,,,,,,,,,
9/26/24,Thursday,77405,74957,53992,19269,582,978,810,75035,,,,,,,,,,,,,
9/27/24,Friday,78852,75242,54203,20198,582,955,810,76505,,,,,,,,,,,,,
9/28/24,Saturday,76119,74043,52731,18984,582,962,738,73837,,,,,,,,,,,,,
9/29/24,Sunday,76968,74928,54556,17957,582,966,676,74744,,,,,,,,,,,,,
9/30/24,Monday,78124,75608,59816,14797,582,978,810,75754,,,,,,,,,,,,,
10/1/24,Tuesday,79604,77086,61077,15069,582,952,814,77256,,,,,,,,,,,,,
10/2/24,Wednesday,82923,80404,49368,28420,582,963,814,80564,,,,,,,,,,,,,
10/3/24,Thursday,82805,80336,50604,26750,581,976,810,80438,,,,,,,,,,,,,
10/4/24,Friday,83696,80050,57109,20822,581,953,810,81352,,,,,,,,,,,,,
10/5/24,Saturday,81449,79373,55115,23053,581,960,742,79166,,,,,,,,,,,,,
10/6/24,Sunday,81413,79388,57485,20303,581,964,679,79189,,,,,,,,,,,,,
10/7/24,Monday,83125,80655,60810,18863,581,976,813,80755,,,,,,,,,,,,,
10/8/24,Tuesday,70042,67558,57534,9258,581,952,812,67697,,,,,,,,,,,,,
10/9/24,Wednesday,69136,66626,46897,17598,581,953,812,66790,,,,,,,,,,,,,
10/10/24,Thursday,69344,66905,52734,13483,581,976,809,66978,,,,,,,,,,,,,
10/11/24,Friday,69710,66049,54362,10552,581,954,813,67362,,,,,,,,,,,,,
10/12/24,Saturday,68554,66460,51623,13498,581,961,743,66269,,,,,,,,,,,,,
10/13/24,Sunday,68866,66874,54704,10716,581,965,682,66638,,,,,,,,,,,,,
10/14/24,Monday,69553,67050,56858,9425,581,977,813,67182,,,,,,,,,,,,,
10/15/24,Tuesday,67533,65029,56754,7421,581,953,813,65186,,,,,,,,,,,,,
10/16/24,Wednesday,68561,66031,50297,14252,581,954,813,66213,,,,,,,,,,,,,
10/17/24,Thursday,68465,66004,52909,11958,581,975,816,66093,,,,,,,,,,,,,
10/18/24,Friday,69865,66205,54269,11251,581,952,817,67515,,,,,,,,,,,,,
10/19/24,Saturday,68398,66307,53530,11898,581,956,747,66114,,,,,,,,,,,,,
10/20/24,Sunday,69681,67645,53136,13454,581,960,686,67454,,,,,,,,,,,,,
10/21/24,Monday,69768,67236,56720,10103,581,972,819,67396,,,,,,,,,,,,,
10/22/24,Tuesday,74341,71800,61042,10284,581,948,819,71993,,,,,,,,,,,,,
10/23/24,Wednesday,74058,71549,47845,22133,581,945,821,71711,,,,,,,,,,,,,
10/24/24,Thursday,74202,71708,47221,23231,581,966,822,71833,,,,,,,,,,,,,
10/25/24,Friday,74282,70597,50494,18423,581,943,822,71936,,,,,,,,,,,,,
10/26/24,Saturday,72875,70798,55741,13835,581,953,750,70591,,,,,,,,,,,,,
10/27/24,Sunday,74192,72164,59882,11288,581,957,690,71964,,,,,,,,,,,,,
10/28/24,Monday,74772,72321,60790,10895,581,965,822,72404,,,,,,,,,,,,,
10/29/24,Tuesday,73419,70984,63728,6887,581,941,821,71076,,,,,,,,,,,,,
10/30/24,Wednesday,73908,71464,42762,27066,581,942,825,71560,,,,,,,,,,,,,
10/31/24,Thursday,73689,71258,54965,15709,581,965,823,71320,,,,,,,,,,,,,
11/1/24,Friday,71381,67967,43571,22889,581,942,820,69038,,,,,,,,,,,,,
11/2/24,Saturday,71381,69365,48113,19733,581,953,750,69097,,,,,,,,,,,,,
11/3/24,Sunday,72521,70512,52255,16062,581,957,691,70292,,,,,,,,,,,,,
11/4/24,Monday,73781,71385,55949,14827,581,965,824,71411,,,,,,,,,,,,,
11/5/24,Tuesday,72012,69580,58189,10986,581,941,824,69666,,,,,,,,,,,,,
11/6/24,Wednesday,73029,70611,47885,21247,581,942,827,70679,,,,,,,,,,,,,
11/7/24,Thursday,73035,70653,53796,15699,581,965,823,70666,,,,,,,,,,,,,
11/8/24,Friday,73729,70291,53607,15698,581,942,822,71384,,,,,,,,,,,,,
11/9/24,Saturday,72395,70334,50829,18430,581,953,748,70113,,,,,,,,,,,,,
11/10/24,Sunday,73436,71427,55472,14535,581,957,689,71209,,,,,,,,,,,,,
11/11/24,Monday,74053,71597,57101,13591,581,965,826,71681,,,,,,,,,,,,,
11/12/24,Tuesday,72252,69897,58257,10881,581,941,826,69904,,,,,,,,,,,,,
11/13/24,Wednesday,72914,70514,44647,24116,581,942,826,70565,,,,,,,,,,,,,
11/14/24,Thursday,72821,70417,53048,16188,580,965,823,70453,,,,,,,,,,,,,
11/15/24,Friday,73809,70408,52521,17114,580,938,821,71470,,,,,,,,,,,,,
11/16/24,Saturday,71549,69471,53299,15386,580,949,750,69270,,,,,,,,,,,,,
11/17/24,Sunday,73004,70974,54873,15031,580,953,688,70783,,,,,,,,,,,,,
11/18/24,Monday,73870,71435,57612,13452,580,961,830,71499,,,,,,,,,,,,,
11/19/24,Tuesday,72579,70179,60137,9773,580,937,832,70230,,,,,,,,,,,,,
11/20/24,Wednesday,72607,70234,46017,22857,580,938,832,70257,,,,,,,,,,,,,
11/21/24,Thursday,72376,70011,49865,17988,580,961,829,70006,,,,,,,,,,,,,
11/22/24,Friday,72263,68903,51389,16379,580,935,824,69924,,,,,,,,,,,,,
11/23/24,Saturday,71310,69231,56225,12204,580,946,753,69031,,,,,,,,,,,,,
11/24/24,Sunday,72481,70495,56029,12829,580,950,681,70270,,,,,,,,,,,,,
11/25/24,Monday,72661,70262,57359,12432,580,958,828,70295,,,,,,,,,,,,,
11/26/24,Tuesday,70780,68401,56217,11743,580,934,829,68437,,,,,,,,,,,,,
11/27/24,Wednesday,71248,68906,50121,17003,580,935,830,68903,,,,,,,,,,,,,
11/28/24,Thursday,71608,69224,55968,12249,579,960,826,69243,,,,,,,,,,,,,
11/29/24,Friday,72181,68782,57596,10705,579,937,824,69841,,,,,,,,,,,,,
11/30/24,Saturday,70901,68842,62343,6439,579,948,757,68617,,,,,,,,,,,,,
12/1/24,Sunday,71988,70025,44199,23251,579,952,684,69773,,,,,,,,,,,,,
12/2/24,Monday,72610,70243,56557,12448,579,960,832,70239,,,,,,,,,,,,,
12/3/24,Tuesday,70402,68088,56858,10292,578,936,829,68059,,,,,,,,,,,,,
12/4/24,Wednesday,68922,66535,48946,16300,578,937,829,66578,,,,,,,,,,,,,
12/5/24,Thursday,66250,63896,53410,10071,578,960,827,63885,,,,,,,,,,,,,
12/6/24,Friday,67283,63917,54799,8833,578,937,826,64942,,,,,,,,,,,,,
12/7/24,Saturday,65199,63142,54482,8334,578,948,751,62922,,,,,,,,,,,,,
12/8/24,Sunday,66390,63796,54291,9192,578,952,681,64179,,,,,,,,,,,,,
12/9/24,Monday,69174,5131,4283,848,578,960,823,66813,,,,,,,,,,,,,
12/10/24,Tuesday,66022,62699,54526,7782,578,936,824,63684,,,,,,,,,,,,,
12/11/24,Wednesday,66560,64034,50523,12063,577,937,824,64222,,,,,,,,,,,,,
12/12/24,Thursday,66871,64426,52735,10578,577,960,827,64507,,,,,,,,,,,,,
12/13/24,Friday,67896,64134,53034,10380,577,937,827,65555,,,,,,,,,,,,,
12/14/24,Saturday,65225,63051,52950,9715,577,948,761,62939,,,,,,,,,,,,,
12/15/24,Sunday,66493,64489,55343,8406,577,952,691,64273,,,,,,,,,,,,,
12/16/24,Monday,71393,2719,1851,864,577,960,836,69020,,,,,,,,,,,,,
12/17/24,Tuesday,66051,63589,54029,8934,577,936,838,63700,,,,,,,,,,,,,
12/18/24,Wednesday,65943,63589,52877,10019,577,937,838,63591,,,,,,,,,,,,,
12/19/24,Thursday,65826,63470,54686,8425,577,960,832,63457,,,,,,,,,,,,,
12/20/24,Friday,66641,63321,54790,8331,577,937,832,64295,,,,,,,,,,,,,
12/21/24,Saturday,65087,63059,55141,7745,577,943,758,62809,,,,,,,,,,,,,
12/22/24,Sunday,67647,65062,58058,6649,577,947,694,65429,,,,,,,,,,,,,
12/23/24,Monday,68459,66122,58274,7731,577,955,833,66094,,,,,,,,,,,,,
12/24/24,Tuesday,62752,60448,54895,5460,577,931,803,60441,,,,,,,,,,,,,
12/26/24,Thursday,64338,62053,45675,15198,577,955,803,62003,,,,,,,,,,,,,
12/27/24,Friday,67011,63838,55935,7470,578,932,826,64675,,,,,,,,,,,,,
12/28/24,Saturday,64730,62683,51375,10355,578,943,757,62452,,,,,,,,,,,,,
12/29/24,Sunday,65079,63118,53406,9363,578,947,693,62861,,,,,,,,,,,,,
12/30/24,Monday,66657,64345,53848,10138,577,955,830,64295,,,,,,,,,,,,,
12/31/24,Tuesday,62633,60362,51958,8278,577,931,814,60311,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
